ID	Name	Length	G2B2_1	G2B2_2	G2B2_3	I47F_1	I47F_2	I47F_3	logFC	logCPM	PValue	FDR
ENSG00000151461	UPF2	7167	72.9873467	72.2158147	71.48086559	69.9193878	66.7184773	66.84673136	-0.090270857	6.090626311	0.351923936	0.474556667
ENSG00000227709	RP11-118D22.3	1059	0.542152993	0.842733924	0.841570162	0.681373344	0.631586274	0.809131758	-0.090282242	-0.17788405	0.915546604	0.954133394
ENSG00000145740	SLC30A5	5977	34.63002243	33.9686597	40.81615283	32.18178719	35.59849907	35.22835191	-0.090414084	5.174376668	0.40814059	0.531122873
ENSG00000123395	ATG101	2889	11.18190548	10.17763277	8.15271094	10.1157735	8.784790901	8.651485717	-0.090459573	3.32763053	0.569792428	0.681771281
ENSG00000130303	BST2	1199	6.031452048	4.537798051	4.418243348	4.559960074	4.937856323	4.543586024	-0.09071064	4.062987619	0.761834217	0.841808041
ENSG00000144647	POMGNT2	4967	59.02690712	63.33469566	64.48531363	57.23536093	60.11552989	58.13300474	-0.090891882	5.814419137	0.509344037	0.628612583
ENSG00000169223	LMAN2	2411	81.25517984	75.19779627	80.26475415	75.31796122	74.29751258	72.63513548	-0.090907846	6.318586887	0.317545908	0.43858733
ENSG00000152332	UHMK1	9238	91.75939408	91.66352063	96.5175779	90.57024147	84.2880591	88.00863887	-0.090994594	6.48800172	0.375505092	0.498451786
ENSG00000114270	COL7A1	10456	23.04150221	24.95788928	18.77753423	19.65500032	19.86625916	23.15361645	-0.091033314	4.493405392	0.76077772	0.840994379
ENSG00000182004	SNRPE	1246	32.59694871	27.68056811	27.66661906	29.14181381	26.0098711	27.26151614	-0.091062513	4.784553175	0.405683068	0.528822991
ENSG00000111790	FGFR1OP2	6192	78.67995312	72.53994313	76.10950148	72.95936118	69.589324	70.83014925	-0.091120874	6.173454287	0.31055704	0.43071155
ENSG00000236814	RP11-446E9.1	1169	19.04312388	22.23521045	22.7749925	19.18328031	20.7849301	20.29053485	-0.091185636	4.456489254	0.461708516	0.583394793
ENSG00000148187	MRRF	3435	31.03825886	28.65295341	27.03544144	26.94045377	27.15820978	27.19927524	-0.09124111	4.69436768	0.390060343	0.513444499
ENSG00000236764	COX7A2P2	249	1.9653046	3.306110009	3.103289971	3.197213385	2.124426558	2.551877082	-0.091378997	1.554137985	0.769063932	0.847403479
ENSG00000065526	SPEN	13245	280.7674813	289.0577359	290.0261169	281.8789112	266.3571568	258.7976806	-0.091437969	8.161856037	0.609528938	0.717030939
ENSG00000182600	C2orf82	2162	3.862840076	4.472972365	5.47020605	4.717200076	4.765605521	3.485490648	-0.091527656	2.212331084	0.824508148	0.888070218
ENSG00000205138	SDHAF1	1130	10.23313774	10.0479814	9.625458722	9.329573484	9.244126372	9.460617474	-0.091634734	3.35858196	0.519271546	0.637357126
ENSG00000115977	AAK1	14869	22.70265659	23.01311869	23.56396452	20.44120033	22.04810265	22.59344831	-0.091670096	4.479101603	0.471213314	0.592650409
ENSG00000129103	SUMF2	4245	154.7846795	147.5432623	140.542217	133.4443488	139.6954004	142.4071894	-0.09170423	7.154326323	0.378884155	0.502015113
ENSG00000168003	SLC3A2	4941	192.3965434	186.892454	182.620725	174.2743362	180.059505	172.9052325	-0.091708665	7.632405724	0.333296219	0.45529591
ENSG00000132286	TIMM10B	1272	28.46303214	28.32882498	28.45559109	26.41632043	25.66536949	27.94616609	-0.091708761	4.845144083	0.416994678	0.539590115
ENSG00000152457	DCLRE1C	7287	28.46303214	29.6253387	28.03480601	26.8356271	27.84721299	26.07893896	-0.091745686	4.779033197	0.360413298	0.483345984
ENSG00000231025	RP11-175O19.4	3509	17.48443403	14.90990788	15.98983307	14.30884023	15.96190765	15.12453978	-0.091831273	3.978146929	0.489423445	0.60967401
ENSG00000162959	MEMO1	5876	6.844681538	7.584605314	7.311140778	6.079946765	7.579035287	6.784258584	-0.091914069	2.766838161	0.581250134	0.691819334
ENSG00000152253	SPC25	1736	1.219844234	1.81511922	1.735738458	1.572400025	1.492840284	1.431540802	-0.091936027	0.832719968	0.790973028	0.864139913
ENSG00000065029	ZNF76	6089	58.82359975	64.82568644	59.17290198	54.66710755	57.81885253	59.06661831	-0.09194497	5.831995632	0.350989079	0.473504378
ENSG00000136003	ISCU	3987	83.08494619	88.42223631	88.68045577	78.30552127	80.49854145	85.39452089	-0.091983662	6.341792184	0.428139155	0.550765914
ENSG00000144642	RBMS3	10922	10.50421424	10.69623826	9.572860587	10.16818683	7.980953825	10.70543556	-0.092013521	3.248565439	0.695947505	0.789596414
ENSG00000160285	LSS	7289	134.860557	132.3740517	130.3381788	120.5506686	128.5565152	123.8593998	-0.092161203	7.347631185	0.761078817	0.841276651
ENSG00000141295	SCRN2	3204	32.32587221	33.38522852	27.66661906	26.5211471	29.16780247	31.86734307	-0.092209249	4.947842648	0.493692607	0.61351907
ENSG00000234629	WDR82P1	938	3.252917959	4.278495305	4.523439618	3.826173395	3.445016039	4.107899693	-0.092359222	1.950689767	0.702510129	0.795079183
ENSG00000116857	TMEM9	4574	109.176059	117.853098	114.9795233	105.1935617	109.4366762	106.182983	-0.092480927	6.818087305	0.324307059	0.445782816
ENSG00000111737	RAB35	5264	53.94422281	53.99979681	48.12729361	48.74440079	46.33546573	51.22426435	-0.092519559	5.707683392	0.437897749	0.56005715
ENSG00000139613	SMARCC2	7530	262.605356	272.1382317	270.2492181	261.3328842	253.5531805	240.0631684	-0.092556916	7.99859288	0.511034279	0.629979845
ENSG00000267422	CTD-2554C21.1	1337	10.50421424	10.95554101	11.67678599	10.53508017	10.79438359	9.771821997	-0.092586533	3.445001803	0.560113395	0.673285738
ENSG00000025796	SEC63	9522	168.4740426	169.5191701	168.2614342	162.7434026	161.1693337	150.8097114	-0.092598627	7.312635014	0.343024548	0.465629173
ENSG00000006282	SPATA20	5025	95.89331066	97.95161222	98.72669957	90.67506813	90.08716943	93.67256118	-0.092609135	6.624078984	0.324227467	0.445706728
ENSG00000131724	IL13RA1	5498	3.456225331	3.241284322	3.103289971	3.459280056	2.354094294	3.36100884	-0.092717285	2.051499862	0.784631453	0.85925368
ENSG00000180185	FAHD1	3644	27.7853409	28.26399929	27.56142279	26.10184042	24.74669855	27.57272067	-0.092744036	4.781099548	0.388808964	0.5121639
ENSG00000156876	SASS6	4269	9.894292124	11.0203667	10.67742142	9.381986819	10.56471585	9.709581092	-0.092840214	3.212930823	0.52925549	0.646504531
ENSG00000083520	DIS3	9705	83.83040656	80.38385119	81.5271094	81.86962799	73.55109244	74.93804894	-0.092914189	6.314210983	0.444394071	0.566435334
ENSG00000226803	RP11-203B9.4	5178	1.694228103	1.879944907	2.103925404	1.362746689	1.779924954	2.24067256	-0.092973246	0.996528428	0.838194799	0.898645299
ENSG00000228302	RP11-186N15.3	1557	2.033073724	2.333724712	1.314953377	1.782053362	1.72250802	1.742745324	-0.092982926	0.925404978	0.769716881	0.84783574
ENSG00000184470	TXNRD2	6267	41.94908784	42.72012737	40.13237708	39.62448064	36.40233615	40.95451512	-0.093029898	5.400093537	0.451801031	0.573768588
ENSG00000166407	LMO1	2092	1.423151607	1.750293534	1.893532863	1.729640028	1.665091086	1.369299898	-0.093030284	4.356754763	0.795221299	0.866824212
ENSG00000225822	UBXN7-AS1	2391	0.948767738	0.90755961	1.051962702	0.838613347	1.14833868	0.746890853	-0.093060829	0.118044883	0.857359309	0.91389128
ENSG00000105438	KDELR1	2994	122.5265764	118.2420521	111.350252	112.6362552	110.1830963	107.1788374	-0.093167164	6.933236815	0.421827713	0.544426573
ENSG00000241278	ENPP7P4	1082	2.981841462	2.852330204	2.89289743	2.306186704	3.387599105	2.489636177	-0.093210253	1.521195541	0.791542793	0.864305226
ENSG00000234558	API5P1	1509	10.02983037	10.69623826	10.20403821	10.69232017	9.703461844	8.527003908	-0.093308429	3.418712061	0.548912066	0.663289788
ENSG00000164008	C1orf50	2869	10.43644512	10.95554101	10.51962702	10.1157735	9.703461844	10.08302652	-0.093368885	3.460661765	0.512247307	0.631052169
ENSG00000227946	AC007383.3	1031	3.523994455	3.565412754	2.89289743	3.459280056	3.387599105	2.427395273	-0.09340768	1.838650138	0.710287795	0.801072203
ENSG00000257243	RP11-133N21.7	540	1.490920731	1.879944907	1.840934728	1.991706699	1.033504812	1.867227133	-0.093500942	0.740871724	0.820721091	0.88538309
ENSG00000197566	ZNF624	8846	12.67282621	13.09478866	14.46448715	13.52264022	12.68914241	11.51456732	-0.093532006	3.905019516	0.502817602	0.62210273
ENSG00000132423	COQ3	1866	10.43644512	7.908733746	8.415701615	8.805440143	8.842207835	7.344426724	-0.093537214	3.112992183	0.600101706	0.70897978
ENSG00000125650	PSPN	4379	4.337223945	4.861926483	4.733832158	3.773760061	4.478520851	4.854790546	-0.093680071	2.262049382	0.694527743	0.788423401
ENSG00000113068	PFDN1	3108	47.1673104	44.85937502	48.33768615	40.51550732	47.42638748	43.69311491	-0.09368371	5.492909133	0.365926991	0.48913509
ENSG00000122783	C7orf49	6390	15.85797505	14.52095376	13.25473004	13.52264022	14.1819827	13.07058993	-0.093717212	3.802975535	0.483527581	0.60429446
ENSG00000225536	STIP1P3	1623	4.337223945	3.695064127	4.786430294	4.297893403	4.421103917	3.298767935	-0.093746567	2.249056473	0.658095645	0.75801571
ENSG00000138768	USO1	4582	111.4802092	108.3885477	108.3521583	100.0046416	106.3935787	101.1414697	-0.093810196	6.78358182	0.314838935	0.435633798
ENSG00000085788	DDHD2	9322	117.4438921	109.2961073	109.0359341	105.560455	103.9246505	105.0626467	-0.093944633	6.704036973	0.367112813	0.490340559
ENSG00000118217	ATF6	7873	101.3148406	100.5446397	104.4072982	98.11776159	95.19727656	93.61032027	-0.094152383	6.6315578	0.285976563	0.403903457
ENSG00000113658	SMAD5	8881	191.3800066	191.235775	198.8735488	190.5224698	177.7054107	176.515205	-0.094159206	7.483633416	0.403336057	0.526375232
ENSG00000048028	USP28	7067	39.98378324	36.62651284	38.87002183	36.37485392	34.90949587	36.90885633	-0.094166002	5.179915277	0.346159913	0.46881239
ENSG00000100167	41885	5416	456.8994349	476.4687954	486.9009366	448.8153806	442.5697272	439.1095808	-0.094219428	8.76108569	0.547884334	0.662396122
ENSG00000155016	CYP2U1	6605	25.48119068	27.35643968	29.92833887	23.63841372	24.80411548	29.25322509	-0.094235186	4.59611478	0.505897528	0.625114208
ENSG00000170906	NDUFA3	2014	33.74902382	31.95906342	31.08549784	29.56112048	29.34005327	31.74286126	-0.094280094	4.962172094	0.375949849	0.498798108
ENSG00000131507	NDFIP1	6261	457.8482027	448.2047961	464.2837385	447.5050472	427.0097381	408.9849831	-0.094392524	8.741357665	0.279807523	0.397357366
ENSG00000224004	ATP5C1P1	894	1.15207511	2.204073339	1.420149648	1.25792002	1.665091086	1.556022611	-0.094463824	0.767315362	0.79365299	0.865935969
ENSG00000101849	TBL1X	7060	59.29798362	56.72247564	60.75084603	58.86017429	55.80925984	50.85081892	-0.094548625	5.785335614	0.429301973	0.551933607
ENSG00000172262	ZNF131	8205	58.14590851	57.11142976	56.85858404	51.2078275	56.21117838	53.77614143	-0.094678278	5.799835526	0.361901309	0.484917165
ENSG00000196781	TLE1	4880	71.22534947	78.82803472	77.16146418	72.74970784	70.68024574	69.33636754	-0.094832762	6.572714726	0.545235074	0.660061078
ENSG00000167699	GLOD4	3393	98.06192263	101.2577222	103.0923448	89.41714811	93.99152094	99.89665162	-0.094847042	6.647305087	0.319190449	0.44032957
ENSG00000272947	RP11-71H17.9	698	2.168611972	2.268899026	2.209121674	2.201360036	1.72250802	2.302913464	-0.094881989	1.19423701	0.742520876	0.826726592
ENSG00000273488	RP11-114I8.4	450	1.694228103	1.296513729	1.683140323	1.834466696	0.86125401	1.68050442	-0.094916692	0.439228248	0.808482348	0.876499345
ENSG00000176953	NFATC2IP	5729	73.66503794	72.86407156	67.64120173	69.29042779	64.364383	66.78449046	-0.094954414	6.120568652	0.423055736	0.545645202
ENSG00000105619	TFPT	1382	11.65628935	13.67821984	14.78007596	12.4219602	12.91881015	12.32369908	-0.095099708	3.794408285	0.517917502	0.636123035
ENSG00000251429	RP11-597D13.7	3613	0.81322949	0.777908237	0.631177621	0.62896001	0.516752406	0.933613567	-0.095142288	-0.21564069	0.925034637	0.95949442
ENSG00000171302	CANT1	5545	44.38877631	40.32157697	41.8155174	41.77342734	38.29709497	38.27815623	-0.095144533	5.433328629	0.326161387	0.447762728
ENSG00000111843	TMEM14C	1581	57.06160252	63.98295252	62.74957517	52.93746752	58.85235734	60.3736773	-0.095161096	5.957806122	0.440788254	0.563127359
ENSG00000258315	C17orf49	2075	0.880998614	0.972385297	1.051962702	0.995853349	1.033504812	0.684649949	-0.095188242	0.191739354	0.854321126	0.911470827
ENSG00000226849	RP4-635E18.7	2680	1.558689855	0.713082551	0.578579486	0.995853349	0.918670944	0.684649949	-0.09529564	-0.207029201	0.81823602	0.883324068
ENSG00000110492	MDK	2371	76.44357203	75.32744765	81.79010007	64.36357438	73.78076018	80.60197125	-0.095337183	6.367293144	0.50010714	0.619485381
ENSG00000135974	C2orf49	4918	65.26166655	65.9925488	68.85095884	64.73046771	61.83803791	60.74712273	-0.095357456	6.030534557	0.442005593	0.564067914
ENSG00000083312	TNPO1	12108	335.6604719	334.2412393	348.7256357	333.5584587	306.7786783	313.1339902	-0.095365564	8.397796085	0.485592491	0.605969077
ENSG00000171204	TMEM126B	2464	44.18546894	42.26634756	43.44605959	38.41897396	42.43111422	40.76779241	-0.095424532	5.374048882	0.365301286	0.488476247
ENSG00000115758	ODC1	3222	224.7224156	246.0134801	240.0052904	218.6160169	208.9976397	237.6357731	-0.095543265	7.791891558	0.478899499	0.600223752
ENSG00000221829	FANCG	3691	26.09111279	25.60614615	21.98602047	21.22740034	26.29695577	21.34863022	-0.095562956	4.610928974	0.516273698	0.634736714
ENSG00000147650	LRP12	12059	28.86964688	28.1991736	32.34785308	29.03698714	27.44529445	27.26151614	-0.095590883	4.875672853	0.473381421	0.594685814
ENSG00000143727	ACP1	4151	72.24188633	73.96610823	69.692529	67.7704411	67.63714824	66.53552684	-0.095841586	6.160495997	0.289592317	0.407819965
ENSG00000118503	TNFAIP3	5185	2.914072338	2.593027458	2.840299295	3.302040053	2.29667736	2.178431655	-0.09589167	1.542986737	0.747489276	0.830448302
ENSG00000176624	MEX3C	8233	115.4785875	120.8999052	128.076459	115.2045085	109.8385947	116.0170459	-0.096020236	6.809926763	0.433010988	0.555572053
ENSG00000132581	SDF2	4013	30.90272061	30.79220106	31.97966614	30.45214716	29.16780247	28.008407	-0.096033352	4.972282563	0.372605777	0.495577003
ENSG00000184432	COPB2	8074	187.8560121	187.6055366	189.7740714	182.6080563	177.0164075	169.1707783	-0.096040032	7.566792506	0.355943425	0.47902837
ENSG00000136457	CHAD	2257	1.626458979	1.037210983	1.367551512	1.362746689	1.033504812	1.369299898	-0.096045333	0.585869226	0.83913386	0.899180267
ENSG00000143401	ANP32E	5750	108.9049825	107.8051166	103.0923448	98.9039616	100.020299	100.2078561	-0.09609061	6.78964527	0.292980309	0.411676848
ENSG00000112305	SMAP1	4543	16.80674279	17.43810965	19.88209507	18.2398403	17.11024633	15.31126249	-0.096263193	4.195335889	0.544359258	0.659261223
ENSG00000139233	LLPH	2193	10.84305986	10.89071532	10.36183261	10.37784017	10.79438359	8.775967526	-0.096371156	3.394704767	0.533415889	0.650333805
ENSG00000067048	DDX3Y	5937	121.8488852	127.0583454	130.3381788	118.7686153	121.1497307	114.8344687	-0.096492638	6.910795757	0.316264418	0.437145699
ENSG00000163344	PMVK	1275	36.66309616	35.52447617	35.45114305	35.95554725	32.89990318	31.74286126	-0.096525179	5.360366765	0.440408472	0.562720358
ENSG00000197296	FITM2	4595	20.26296812	22.42968751	21.35484285	20.703267	20.72751317	18.42330771	-0.096769304	4.472253841	0.443547317	0.565552046
ENSG00000130227	XPO7	6997	142.5862372	146.5060514	143.8033013	135.7505355	137.3413061	131.7017538	-0.096779148	7.110216924	0.439279503	0.561433888
ENSG00000062598	ELMO2	8199	95.82554153	107.8051166	109.9827005	98.69430826	95.71402896	98.96303805	-0.096871993	6.652555277	0.315901623	0.436808402
ENSG00000224155	RP11-700P18.2	848	2.439688469	2.333724712	2.840299295	2.830320046	2.468928162	1.804986229	-0.097025699	1.352527725	0.711723231	0.802494237
ENSG00000144840	RABL3	5965	35.84986667	37.66372382	40.9213491	36.58450726	33.41665558	37.09557904	-0.097048617	5.196410981	0.414172773	0.536731721
ENSG00000141428	C18orf21	2316	12.46951884	11.86310062	13.0443375	10.79714684	11.6556376	12.5726627	-0.097096826	3.757427635	0.532594601	0.649806404
ENSG00000117528	ABCD3	7817	160.2062095	153.1182714	155.7956761	151.4221225	145.8964293	141.1623713	-0.097179423	7.248471934	0.277691733	0.394996668
ENSG00000106992	AK1	2893	6.099221172	4.472972365	5.57540232	5.450986755	4.593354719	5.041513259	-0.097182481	2.472646671	0.715272799	0.805607368
ENSG00000013275	PSMC4	2446	71.56419509	69.88208999	71.74385627	66.87941442	67.29264664	65.10398604	-0.097314408	6.151817765	0.27480006	0.392062867
ENSG00000184752	NDUFA12	2022	46.15077354	45.11867776	46.39155515	43.29341403	43.29236823	42.0748514	-0.09749376	5.545612827	0.336269073	0.458421824
ENSG00000172586	CHCHD1	1617	25.88780542	24.56893516	24.72112349	23.32393371	24.11511228	22.78017102	-0.097503851	4.621116932	0.357735244	0.480743985
ENSG00000260065	CTA-445C9.15	3053	4.74383869	5.899137466	6.259178076	5.293746752	5.397191795	5.165995068	-0.097779444	2.236115823	0.635471495	0.739132531
ENSG00000159423	ALDH4A1	4028	22.02496535	20.48491692	19.88209507	19.70741365	19.57917449	18.98347585	-0.097836971	4.528040985	0.627928723	0.732943052
ENSG00000228878	SEPT7-AS1	4093	7.996756648	8.945944729	8.205309075	8.01924013	7.980953825	7.468908532	-0.097852	3.175824877	0.532721874	0.649887591
ENSG00000213614	HEXA	9942	23.17704046	21.9759077	21.46003912	19.18328031	20.55526237	22.53120741	-0.097900842	4.401458694	0.411875317	0.534394638
ENSG00000163623	NKX6-1	3082	184.9419398	173.2790599	182.7785195	171.8633228	170.470877	163.1334105	-0.097928382	6.963390454	0.294516024	0.413392501
ENSG00000121897	LIAS	2569	24.53242294	23.9206783	24.61592722	21.85636035	23.483526	22.96689374	-0.097952062	4.48711364	0.410600548	0.533229765
ENSG00000130177	CDC16	3989	107.7529074	115.5841989	115.0847196	106.6611351	102.4318102	107.1788374	-0.097953043	6.80120561	0.271107601	0.38824061
ENSG00000008382	MPND	2082	9.284370007	9.270073161	8.205309075	8.490960137	8.957041702	7.468908532	-0.098151578	3.077202677	0.565906483	0.678696558
ENSG00000163684	RPP14	3375	40.72924361	40.71053109	39.13301251	40.14861398	35.42624827	36.97109724	-0.09822945	5.247454366	0.36953829	0.492887475
ENSG00000263606	RP11-737O24.3	2247	2.710764966	2.204073339	2.103925404	2.044120033	2.181843492	2.302913464	-0.098253947	1.449253206	0.704806165	0.796746823
ENSG00000185684	EP400NL	9203	19.51750775	22.30003614	20.56587082	18.7115603	19.23467289	20.35277575	-0.098468466	4.409824056	0.482652576	0.603611141
ENSG00000148308	GTF3C5	4344	74.54603655	77.33704393	72.00684694	70.54834781	68.72806999	69.77205387	-0.098537582	6.205791218	0.345593888	0.468258569
ENSG00000229256	ST13P13	1091	0.948767738	1.361339415	1.051962702	1.153093352	0.976087878	0.995854471	-0.098623791	0.363064478	0.817486026	0.882850047
ENSG00000100991	TRPC4AP	3745	139.5366266	146.9598312	142.0149648	139.2098156	136.4800521	124.419568	-0.098626941	7.140206526	0.295996067	0.414963152
ENSG00000101557	USP14	6147	87.96432313	89.07049317	88.99604458	85.06684138	80.32629065	83.02936652	-0.098725146	6.422282997	0.264565065	0.380828726
ENSG00000137198	GMPR	2221	55.0285288	55.29631054	60.54045349	54.82434755	54.08675182	50.66409621	-0.098805126	5.298444655	0.55569752	0.669395577
ENSG00000140905	GCSH	2501	9.081062635	8.621816297	10.25663634	8.438546803	7.808703023	9.95854471	-0.098909848	3.155989342	0.589152002	0.699148963
ENSG00000106052	TAX1BP1	8337	212.6595115	216.0640129	231.5369907	204.98855	209.6866429	201.8472531	-0.099028911	7.680390316	0.391237659	0.514441852
ENSG00000114331	ACAP2	11450	67.43027852	69.62278724	69.85032341	69.29042779	59.54136055	64.29485428	-0.099190889	6.179516047	0.30211458	0.421740304
ENSG00000165609	NUDT5	5192	53.40206982	52.70328308	55.49103252	50.78852082	51.90490833	48.17446003	-0.099235301	5.646610264	0.357414822	0.480481114
ENSG00000118402	ELOVL4	3036	5.828144676	7.065999822	6.890355697	6.289600102	6.890032079	5.290476877	-0.099243822	2.702674619	0.625042759	0.730421409
ENSG00000198663	C6orf89	7327	200.325531	201.7375362	204.9749325	197.3886165	190.9113055	178.2579503	-0.099454186	7.620287552	0.337523771	0.459689278
ENSG00000267270	PARD6G-AS1	2361	9.826523	10.76106395	9.152075506	9.329573484	9.818295712	8.527003908	-0.099645587	3.234535106	0.515814356	0.634335725
ENSG00000198580	RP11-611L7.2	1337	7.522372779	6.547394331	6.837757562	6.184773433	6.602947409	6.722017679	-0.099655704	2.356721722	0.567225739	0.679740252
ENSG00000168566	SNRNP48	5827	27.98864827	25.15236634	25.72048806	23.90048039	23.3112752	26.39014348	-0.099684281	4.638499463	0.394622742	0.517782204
ENSG00000166946	CCNDBP1	4844	22.77042571	22.88346731	26.03607687	22.79980037	23.19644133	20.9751848	-0.099748646	4.503014141	0.422647187	0.545254604
ENSG00000126062	TMEM115	2195	34.22340769	34.03348538	33.82060087	32.91557387	30.37355808	31.92958398	-0.099799944	5.080008794	0.318253491	0.439366625
ENSG00000099381	SETD1A	7053	64.38066793	62.10300761	61.06643484	59.90844097	58.39302187	56.63922304	-0.099802129	5.839295932	0.362566869	0.485561296
ENSG00000217165	ANKRD18EP	2631	6.573605041	6.352917271	7.205944508	7.02338678	5.971361135	5.788404113	-0.099826092	2.68792951	0.647296971	0.74947387
ENSG00000104967	NOVA2	8729	113.4455138	104.8879607	107.5105881	100.7384283	97.37912005	105.9340194	-0.099865279	6.716628502	0.30665842	0.426722792
ENSG00000101464	PIGU	3177	33.47794732	35.26517343	31.03289971	31.50041384	31.57931369	29.87563413	-0.099983013	4.998489702	0.329470106	0.451361527
ENSG00000139343	SNRPF	3148	33.1391017	34.09831107	31.29589038	30.34732049	30.83289355	30.68476589	-0.099992017	4.993581123	0.330088599	0.451737683
ENSG00000073111	MCM2	4944	42.69454821	43.17390717	41.13174164	39.4148273	38.29709497	40.76779241	-0.100043856	5.233135608	0.523622441	0.641455803
ENSG00000134452	FBXO18	6706	61.46659559	60.15823702	56.6481915	55.24365423	53.56999941	57.4483548	-0.100046165	5.864337426	0.301741554	0.421379513
ENSG00000196141	SPATS2L	10681	86.27009503	84.33821806	93.36168979	81.86962799	81.18754466	83.34057104	-0.10006782	6.638885594	0.317766342	0.438825869
ENSG00000261220	RP11-629O1.2	678	1.694228103	1.166862356	0.631177621	1.048266684	1.263172548	0.871372662	-0.10012555	-0.05291486	0.837176509	0.897867656
ENSG00000198130	HIBCH	7192	57.67152464	56.98177838	57.59495793	50.99817416	53.85708408	55.89233218	-0.100360684	5.728773036	0.285167834	0.403101799
ENSG00000035928	RFC1	6785	118.5281981	122.7798501	127.3400851	113.9990018	115.0061188	114.8967096	-0.100440639	6.865158136	0.430297228	0.552874212
ENSG00000196653	ZNF502	3367	12.53728797	12.77066023	12.36056175	12.36954687	11.08146826	11.63904913	-0.100464384	4.023973221	0.437017382	0.559376702
ENSG00000185721	DRG1	2216	40.93255098	36.95064127	37.18688151	36.42726726	36.00041761	34.79266558	-0.10059519	5.246694082	0.331719585	0.453632145
ENSG00000156735	BAG4	4805	23.5836552	22.42968751	20.88145963	22.74738703	20.49784543	18.98347585	-0.100639986	4.463842038	0.420780445	0.543303721
ENSG00000141252	VPS53	18656	89.25193649	92.44142887	90.6791849	84.54270804	84.4603099	85.02107546	-0.100663296	6.474005314	0.271880158	0.389134825
ENSG00000186111	PIP5K1C	6966	72.85180845	73.83645686	74.84714624	70.33869447	67.46489744	68.7761994	-0.100894112	6.158692619	0.347751506	0.470309807
ENSG00000270903	HNRNPA3P9	978	1.016536862	0.777908237	1.051962702	1.153093352	0.918670944	0.56016814	-0.1011448	0.117384319	0.871254464	0.923110068
ENSG00000259378	DCAF13P3	1333	1.084305986	1.231688042	0.841570162	0.943440015	1.033504812	0.933613567	-0.10119323	0.080468177	0.800413916	0.87098263
ENSG00000153827	TRIP12	12856	278.937715	280.5007452	284.9240978	271.6583111	263.4863101	251.9511812	-0.101272055	8.138385792	0.326954418	0.448650459
ENSG00000169288	MRPL1	1981	24.66796119	24.69858654	25.72048806	22.8522137	24.40219695	22.78017102	-0.101313586	4.582803803	0.362219832	0.485308597
ENSG00000086504	MRPL28	2284	61.33105735	65.08498919	57.8579486	56.39674758	58.39302187	56.88818666	-0.101519131	5.972302546	0.349820176	0.472308607
ENSG00000138071	ACTR2	4426	293.7791531	275.379516	283.1357612	268.0942043	261.9360529	264.2748802	-0.101594823	8.143004554	0.268555458	0.385305946
ENSG00000231365	RP11-418J17.1	5818	12.94390271	13.48374278	12.30796361	11.95024019	12.22980694	11.88801275	-0.101706822	3.573617147	0.551072498	0.665187108
ENSG00000213344	PCNPP3	470	0.542152993	1.10203667	0.525981351	0.733786679	0.459335472	0.809131758	-0.101750449	-0.405500056	0.920651319	0.956981453
ENSG00000141570	CBX8	4666	26.76880403	23.33724712	21.46003912	20.49361367	23.77061067	22.34448469	-0.101977483	4.712070129	0.48041458	0.601466756
ENSG00000167619	TMEM145	2572	23.65142432	23.27242143	22.40680555	23.00945371	21.76101798	19.73036671	-0.101997938	4.438178432	0.432508643	0.555095019
ENSG00000108599	AKAP10	4895	50.08138274	49.7213015	51.38837799	45.91408074	46.7948012	48.23670094	-0.102069896	5.626770939	0.262684827	0.378788253
ENSG00000065000	AP3D1	8695	213.472741	214.7026735	216.0205408	200.0092832	202.3946923	197.7393534	-0.102200338	7.717508876	0.275952422	0.393188369
ENSG00000256282	RP11-504G3.4	1108	1.694228103	1.555816475	0.999364567	0.995853349	1.43542335	1.493781706	-0.102206701	0.378769755	0.783760879	0.858623641
ENSG00000172531	PPP1CA	2891	45.60862055	43.36838423	45.65518126	43.13617403	40.76602313	41.51468326	-0.102208513	5.396332394	0.28225592	0.399969493
ENSG00000200742	Y_RNA	100	1.084305986	0.842733924	1.157158972	0.576546676	0.976087878	1.369299898	-0.102319766	0.029009033	0.882378628	0.930980584
ENSG00000133063	CHIT1	7920	0.338845621	0.648256864	0.21039254	0.314480005	0.28708467	0.497927235	-0.102393147	-0.654594299	0.890105377	0.936285766
ENSG00000103769	RAB11A	2323	186.4328605	193.504674	203.1865959	184.914243	180.5188405	177.7600231	-0.102521545	7.550502942	0.268732658	0.385500027
ENSG00000125821	DTD1	3329	44.18546894	43.10908148	40.44796589	39.67689398	40.65118927	38.52711985	-0.10254687	5.362528638	0.290288784	0.408519205
ENSG00000151092	NGLY1	8842	39.91601412	36.10790735	38.65962929	33.96384055	36.97650549	35.91300186	-0.102569839	5.270999256	0.301808833	0.421409462
ENSG00000046647	GEMIN8	2912	32.19033397	35.13552205	35.92452627	33.70177388	30.89031049	31.61837945	-0.10257271	5.038110989	0.318554862	0.439584674
ENSG00000136425	CIB2	2694	4.472762193	4.92675217	6.153981806	4.874440079	4.593354719	5.103754164	-0.102604854	2.635874692	0.665325085	0.763950234
ENSG00000176438	SYNE3	8342	4.066147448	3.435761382	3.576673186	3.721346727	3.272765237	3.298767935	-0.102632309	1.938194371	0.724295397	0.812385975
